"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"289",0.00618309237786416,-0.0643454126780197,0.00725099758022779,-0.0196496977880663,0.0536784581379042,0.0341729980426241,-0.0589730077471341,0.0112524814227346,0.0132671202087517,-0.0280823149846824,-0.00282315433245914,-0.0375387291372303,-0.0105644350154164,-0.0111607929906245,-0.0157789564515785,-0.0297923748299639,-0.0354605997176722,0.0603585517590301,0.0416740422405061,0.014493769884612,-0.042869940262941,0.0134742507234627,0.0320867359060541,-0.0055273142229775,-0.0767544438838363,0.060181032686962,-0.0366235217599541,-0.00868193038770453,-0.0505241257296571,-0.0142048940269133,0.00240008983035122,0.0600941236202881,0.023410819601476
"290",0.00277861383709427,-0.0596711243960229,0.00865995903858406,-0.0204038585592881,0.0535191546895807,0.0359853452577146,-0.0556737932216805,0.011002482459225,0.0155586627731113,-0.0208328626922721,0.00117513024289623,-0.0409133240322456,-0.00864501873087894,-0.0145615715561005,-0.0190582864889951,-0.0250686110464843,-0.0402733375656211,0.0575387337819441,0.04500171404264,0.0240022892027678,-0.0471715248102519,0.0105884118011187,0.0367631822627286,-0.00897103231866846,-0.0799028210078019,0.0578432690329889,-0.0374748726030064,-0.0114317712231066,-0.0568266415377703,-0.0115197025430739,-0.00103949685610534,0.0596469626938833,0.0144488216269391
"291",0.000982116454525465,-0.0579422452025767,0.00891909365802826,-0.0200184152846955,0.0528487563879863,0.0361960868177541,-0.053970734970698,0.0110504954616741,0.0166975844815996,-0.0181514689237861,0.00187448756918227,-0.0416635964318265,-0.00739450525989457,-0.0158287168679723,-0.0202562411445847,-0.0232375992755361,-0.041201177518769,0.0562360130445896,0.0461288690352287,0.0271162343652367,-0.0489236120680497,0.00957288250704634,0.0384208590424729,-0.0105564052846532,-0.0807136069378103,0.0568080239822817,-0.0374637111450412,-0.0123079350434991,-0.059255790121901,-0.0105132498627399,-0.00239104768049318,0.0593531013733876,0.0116594732767881
"292",4.683726225969e-05,-0.0569877159971263,0.00893691308652312,-0.0195125171153935,0.0524159351942642,0.0362751039717924,-0.0534750225353824,0.0113210679840208,0.0168676452170244,-0.017244161293811,0.00188148168521585,-0.0419080052579544,-0.00696791808979449,-0.0160241894679852,-0.0206839211370162,-0.0225923939776271,-0.0413808486298754,0.0555699390719226,0.0464369452446832,0.0284653021169386,-0.0496548009671808,0.00927541765031837,0.0390710901042203,-0.0112593916966957,-0.0812844217385912,0.0565070146343379,-0.0374864418724668,-0.0127328603539979,-0.0600310531350258,-0.0103283696090462,-0.00317147998084304,0.0591445464457393,0.011311790100279
"293",-0.000383734629436764,-0.056471595776906,0.00894271493572652,-0.0192791903397813,0.05243388193673,0.0362915451661401,-0.053313271830241,0.0115997680796861,0.0167486675601527,-0.0166306435665602,0.00191666154874717,-0.0423470582240345,-0.00705398813081524,-0.0161247104796307,-0.0207310054397073,-0.022280258068007,-0.041680772409861,0.0552618335731868,0.0464275199873783,0.0294002392180357,-0.050237305998258,0.00923945449835295,0.0393709080987413,-0.0113107484095658,-0.0818526716116047,0.0566300701742886,-0.0377346562395643,-0.0131729786208458,-0.0604935009508672,-0.0104995438122845,-0.00351896759799922,0.0592050386895218,0.0110966450532924
"294",-0.000207482509630845,-0.0567742395505073,0.00901618098848527,-0.0195779142412106,0.0525509083611128,0.0362824185429513,-0.0534224636156795,0.0115484415714401,0.0167828556999973,-0.0167512139491449,0.00187466388489579,-0.0422902985124606,-0.00710655203243975,-0.0161542660713384,-0.0206688575121856,-0.0224354520945972,-0.0416004736877937,0.0552866411273051,0.0463274887623983,0.0292608292224978,-0.0501056578021895,0.00921397080213265,0.0392937075510005,-0.0111005019688652,-0.0817898048961657,0.0566367885472218,-0.0377671050589786,-0.0133122085560423,-0.0604013554165712,-0.0104503201506566,-0.00341796433980688,0.0593613589097859,0.0109490403371863
"295",9.72414626206725e-06,-0.0570562854708292,0.00909706912477965,-0.0197354597545356,0.0526643782707686,0.0361924036998602,-0.0536242018429663,0.011507035645627,0.0167377343689276,-0.0170156461865741,0.00184151099143643,-0.0421937267446672,-0.00721078696786991,-0.0160391031088584,-0.0206419245128391,-0.0226937380081044,-0.041499738229779,0.0554443466735014,0.0462754897344878,0.0289231802351205,-0.0498973688692673,0.00927009516099681,0.03908544461539,-0.0109446089902524,-0.0817363295643346,0.0566329098996901,-0.0377406377872071,-0.0133472102958623,-0.0602247503426081,-0.0104124856306291,-0.00326076477900817,0.0594289200585349,0.0111912720397982
"296",-6.77189800516838e-06,-0.057258588579787,0.00905851999474283,-0.0195545554296016,0.0529640226501014,0.0357304132315613,-0.0535081376292702,0.011506446134113,0.0168102836913872,-0.0168607730821355,0.00203481312530133,-0.042389653595745,-0.00725711079622549,-0.0160868878151945,-0.0206320577812369,-0.0224826577867534,-0.0416044148369405,0.0559104454879844,0.0464875442892463,0.0289002592833483,-0.050309316443804,0.00954593635818024,0.0389393274775438,-0.0107612506608309,-0.0819861033770923,0.0567442298853305,-0.0377591613860331,-0.0133003725305645,-0.0606722476937277,-0.0105349493871724,-0.00287526916679991,0.0593402253036477,0.0114343143087444
"297",-0.000217753911788046,-0.0570689350147167,0.00897608227007594,-0.0192170972819548,0.0528989298836058,0.0356766200473953,-0.0532044160698517,0.0115945466626603,0.016925392746292,-0.0165659897110939,0.00212146096432948,-0.0425034928776549,-0.00720991880134652,-0.0162150588714401,-0.0207003938668806,-0.0221674623200629,-0.0417363181235074,0.0559575738239091,0.0466673711679299,0.0291712105664819,-0.0507361258856153,0.00969646836890478,0.039058200885914,-0.0109166364849323,-0.0821158907742989,0.0567760878276384,-0.0377793631433541,-0.0132071724066366,-0.0610786464664711,-0.0106193155276286,-0.00288591431016997,0.059231509368117,0.0113161144251861
"298",-0.00055884650198761,-0.0566198407442944,0.00885300095070449,-0.0189965728873135,0.0529659333158217,0.0357020100959974,-0.052848031548348,0.0118151821411943,0.0170186636099756,-0.0160232055969417,0.00222150188532714,-0.0429828108209043,-0.00729445021701961,-0.016474399382642,-0.0207530520756916,-0.0219140689626915,-0.0421920093552113,0.0558196934901779,0.0466513411938463,0.0299548588914965,-0.0511967495773693,0.00969483078295645,0.0391592740479121,-0.0110652595405756,-0.0823748409689851,0.0567407916743215,-0.0379891126278383,-0.0134951428524456,-0.0616731626371867,-0.0108527116422251,-0.00297852625806087,0.059284228437435,0.0107843163978349
"299",0.00290726096160578,-0.062443685527041,0.0045880209412406,-0.0248402770521167,0.0536542783193271,0.0362138350719303,-0.0589816022215628,0.0108260358527,0.0152966373292112,-0.0236721242116945,-0.00634586507554734,-0.0383331248837711,-0.00551585442343222,-0.0136279847825564,-0.0227471483791717,-0.0229335337923756,-0.0370615798238632,0.0558542789861418,0.0419189394207501,0.0224440916252058,-0.0457069236192022,0.0153249777323016,0.0380516214800125,-0.0125054176147446,-0.0764869605012643,0.0620057273827319,-0.0415146997121956,-0.0125720689361247,-0.0560417074185434,-0.00899880083401641,-0.00180607928953635,0.0625516799815647,0.0189963154500399
"300",0.00276485075941117,-0.0567920889897183,0.0135242206117538,-0.0204554834548123,0.054989009740501,0.0332858297679121,-0.0591513561874083,0.0108726474750641,0.0153540921900184,-0.0154539716985852,0.00137659033223205,-0.0422767431824854,-0.00497875615882632,-0.0166022166011671,-0.0229669886559013,-0.0279425822242729,-0.0438972802340082,0.0561290021858847,0.0446422416375359,0.0234734426431231,-0.0479974239890843,0.010322090967363,0.0381140186763863,-0.00750754092894294,-0.0792852592721464,0.0616606005656912,-0.0410351095077627,-0.0100172506424513,-0.0581949100130099,-0.00940233965656444,-0.00442838371759802,0.0601066487984608,0.013897711401539
"301",0.00165362369150261,-0.0580894887664562,0.00895513198592312,-0.0206785848596291,0.0531344909191174,0.0360007992415757,-0.0552284410058816,0.011105337726887,0.0166166087790475,-0.0178140569245014,0.000381716914388413,-0.0414180016087638,-0.0063889225406711,-0.016441861547368,-0.021827629560625,-0.0238528621080072,-0.0415256379480961,0.0558251417175582,0.0454732350060793,0.0259435136635522,-0.0487068766813384,0.0111765105447613,0.0385761348821494,-0.0107743582724955,-0.0796066487556498,0.0590126833726691,-0.039186061747003,-0.01155761302239,-0.0591791100603916,-0.00974627210920007,-0.00328615494703611,0.0603282605549591,0.0123882283000626
"302",0.000709987502153347,-0.0575314478633964,0.00895144645075918,-0.019844683413364,0.052584040618744,0.0362677600171296,-0.0537199969736272,0.0113462372693144,0.0171344450361779,-0.0173754755127743,0.00125119202865911,-0.0417768380398097,-0.00683977728348358,-0.0165308547473138,-0.021267041636181,-0.0231111751826062,-0.0414224982915437,0.0556780329046529,0.0462942153263778,0.027599447144736,-0.0494589782092808,0.0101800451905839,0.0387460497517537,-0.0111937092927371,-0.0806062865272284,0.0572815979818616,-0.0380419394939128,-0.0123938625176327,-0.060136730380398,-0.010012663709121,-0.00319454755866636,0.0596507739815948,0.0111513596600379
"303",0.000202823915836838,-0.0568802257423326,0.00903317256140939,-0.0197300972090718,0.0532110908017114,0.0359302327252504,-0.0538266526996827,0.0118443852012465,0.0168686175598217,-0.0165187844213194,0.00142892289636601,-0.0426700053963202,-0.00705696968911297,-0.0166578993377325,-0.0212797557903238,-0.0230882669087811,-0.0422288590218318,0.0556207321792349,0.0459736409960891,0.028825655768979,-0.0501650350338749,0.0101228322554561,0.0387914467225761,-0.0109604678453793,-0.0812982266199128,0.0575201334820308,-0.0386926890114674,-0.0131740003007118,-0.0608429298322465,-0.0105514743203626,-0.00319413405598509,0.0597966215327625,0.0109141771952912
"304",0.00152257412927044,-0.0632872158143304,0.00329096161114257,-0.0237850939718566,0.0516532014855322,0.0379289811172442,-0.0556852515857769,0.0114056506843751,0.0161839265284789,-0.0260523920014445,-0.00485591670685095,-0.0378753661088383,-0.00820395256046706,-0.012585378664341,-0.0201799407439144,-0.0214320941871622,-0.0346946751300022,0.0558715441201329,0.0439015409487418,0.0252897485868138,-0.0460536167368708,0.0134392897907585,0.0371926380412315,-0.0133963306799869,-0.0786608183190892,0.0565598771183221,-0.0374914152448135,-0.0149615204993563,-0.056628512678943,-0.0102079068978456,-0.000297843114293244,0.0609232635838219,0.0180636352760785
"305",0.00293389183810089,-0.0600848254279149,0.00695100262724387,-0.0225716095615472,0.0537828995029005,0.0363636543803206,-0.0570224991454108,0.0110529266498135,0.0157788379007565,-0.0205744466314173,-0.00243964615127116,-0.0401761404089571,-0.00651469127197314,-0.0152959165653129,-0.0222246116818437,-0.0237713710079668,-0.0400926608559301,0.0564712121315459,0.043907273631567,0.0238951863069708,-0.0470901190946096,0.0137193939561138,0.0379300315734466,-0.0112777003276994,-0.0780680233489124,0.0608755180025854,-0.0406068768099471,-0.0116400167031195,-0.0576328457622833,-0.00966098220068073,-0.00240659815885077,0.0614832216267154,0.0149653016447504
"306",0.0015440281023576,-0.0585521273825274,0.00840553490229051,-0.0204655844079029,0.0527077626613956,0.0364501599157785,-0.0546513914310396,0.0112972612166792,0.0167934946157828,-0.0188066981528949,0.000192863263024528,-0.0411558222355937,-0.00710624663173289,-0.0160690769892535,-0.0213561682527564,-0.0235623174879182,-0.0407491639092244,0.0560380162418144,0.0458195900765889,0.0263245523357621,-0.0485893932700112,0.0112928552400401,0.0381047413832258,-0.0111117447204467,-0.0799046465928944,0.0579966022049763,-0.0384579109086153,-0.0121150675157136,-0.0593119077332371,-0.0100684836901201,-0.00276654673515395,0.06001618554395,0.0125015886017531
"307",0.000426627100479523,-0.0573427210682404,0.00868374094093741,-0.019560390825327,0.0527755109803742,0.0363251192687072,-0.0535340657576529,0.0118387705310415,0.01703968375838,-0.0173653165104823,0.00117802947222379,-0.0422505477243026,-0.00746788383104318,-0.0164833349019927,-0.0211009536893879,-0.0230311897943674,-0.0416193432771978,0.0557983872032702,0.046251265960765,0.0284883550637477,-0.049885901346788,0.0104258963940014,0.0384188789232302,-0.0111887941489476,-0.0811503503667721,0.0570824727329104,-0.0382298300724792,-0.0130538985878396,-0.0606874040292597,-0.0106398285858428,-0.0028728323326198,0.0596235473310076,0.0111139461828993
"308",0.000919487007045024,-0.0571675626782836,0.0097164022696398,-0.0200919468253624,0.0534654329404557,0.0357110924651694,-0.0548955403048609,0.0116868176930943,0.0167031779302096,-0.0167482036597277,0.00108116212566915,-0.042101635434004,-0.00647474964949858,-0.0166328361388121,-0.0219012790276027,-0.024139095409902,-0.0421557346167922,0.0557327336343853,0.0457162579413491,0.0272011282269025,-0.0494795419000633,0.0104288745436282,0.0387627948006996,-0.0106292527965611,-0.080525927516335,0.0583995405339549,-0.0390854551859324,-0.0124315316337393,-0.060027473128617,-0.0100155308278772,-0.00345491178701409,0.0599062590584033,0.0114920756838208
"309",0.00332864902583063,-0.0631150926545488,0.007667490013304,-0.0308266308916839,0.0539545078291152,0.0380817111746589,-0.0588977505859279,0.00977790739743091,0.0161465895667816,-0.0242920911929779,0.00143153979453114,-0.0381544339424055,-0.00582353868934437,-0.0137595600842466,-0.0196665221807576,-0.027692228768715,-0.0349440288393903,0.0517164747206973,0.0437010611510049,0.0215420596745483,-0.0430207410194813,0.00855294972428893,0.0385200936339251,-0.010666962377083,-0.0774392037620178,0.0544518773017873,-0.033920639633174,-0.015121958963388,-0.0515747117272542,-0.00683487858018533,-0.00440640162548573,0.0604565566695346,0.0154303754550911
"310",0.00853773683976449,-0.0687810337923116,0.00569996567557701,-0.0272499156036202,0.0543243516786466,0.032887667512403,-0.0670500968984466,0.00992773780887111,0.01283471452224,-0.0312128084404485,-0.0128769066889616,-0.0354692033835352,-0.00795319598944046,-0.00999219733592351,-0.0226639151354003,-0.0307639254093068,-0.0310324523150005,0.057452810786327,0.0382635307213756,0.0122203608451063,-0.0385607095688165,0.0174126083629026,0.0325925098637891,-0.00811037038947795,-0.0731845899727137,0.0632957822902357,-0.0423178087951834,-0.0137535132067906,-0.0494745797265383,-0.00949665386927487,0.00103151790657364,0.0632823530529868,0.0286401323501105
"311",0.0103139332349695,-0.0769352309484032,0.00674605577584052,-0.0374079160764167,0.0507021125781409,0.0334512153399542,-0.0746526081853988,0.00617390404934062,0.0127382668345707,-0.0445905298339826,-0.0116836792249079,-0.0243885684995584,-0.00349831856506514,-0.00321407556043429,-0.018882888718274,-0.0382932837741881,-0.0177381588622769,0.0517287892884196,0.0372227880309464,-4.83990010199315e-05,-0.0290298509165703,0.0149178605429069,0.0292693806309178,-0.00636852509076939,-0.0660224491509048,0.0558139346298239,-0.0319402334498116,-0.0102171723177943,-0.036599750020778,-0.00736995635077942,-0.000173736089757548,0.057869785728903,0.0438432790627329
"312",0.0105209984208712,-0.0696726611430202,0.00802647999219969,-0.0308869981402805,0.0549287455274962,0.0353528134889554,-0.067388561332987,0.00897781445050905,0.0124366218084993,-0.0327679553323443,-0.00615169486723385,-0.0345331457954863,-0.00970331368589723,-0.0091306694959591,-0.0197911970757688,-0.0338917198234596,-0.0311528594313535,0.0566137543799472,0.0396408527700531,0.0113483119224098,-0.036065551420156,0.0132606784344915,0.0319589166069638,-0.00529883437406712,-0.0742322093202589,0.0588596492025576,-0.0376408318000064,-0.0137229103387921,-0.045301952814729,-0.00952830264144178,0.000659945229140081,0.0617506691722095,0.0269029771752378
"313",0.00537423103196424,-0.0669557872341823,-0.00256104939136432,-0.0279870068356931,0.0527530105404176,0.0417784096741946,-0.0554154561660214,0.0118371422474603,0.0145656392965794,-0.0315415945746708,-0.00691926844081398,-0.036889516088207,-0.0132551403090149,-0.0112107965456829,-0.0184542377267359,-0.0208108750516292,-0.0328418006468713,0.0566072911380878,0.0413310550407445,0.0232977567500109,-0.0428810157809396,0.0163665830466967,0.0353567803259954,-0.0134272669455301,-0.0780333183222331,0.0573372938920624,-0.0383043085054815,-0.0170408481027646,-0.0522961105701892,-0.0115391837881908,0.00236156446241684,0.0641106605807943,0.0183201514435274
"314",0.00319960154121775,-0.0622041564001966,0.00236405341945635,-0.0240457945092279,0.0530989265595437,0.0396723642657635,-0.0542055029445238,0.0120574143268271,0.0158209081416013,-0.0247462344649426,-0.00320101832804901,-0.0398263072546771,-0.0106530887819274,-0.0138918605470037,-0.019797104528486,-0.0216958580988985,-0.0374324395621523,0.056697150562208,0.0439239577861492,0.0258838379629986,-0.0463314358920577,0.0140617995894662,0.0367911500275355,-0.0127281863104132,-0.0795248943992331,0.0577685547691829,-0.0383977141179365,-0.0152515301358477,-0.0566410077223188,-0.0109714722825472,-5.53173004858871e-05,0.0622393563077902,0.0142142688788736
"315",0.00207328579537647,-0.0590038641273908,0.00742381756706107,-0.0210959201841421,0.0532649548428129,0.037387776916096,-0.0544729590671238,0.0120039481038183,0.0164715889385565,-0.0199882696758587,-0.000139503617360173,-0.0415234514798215,-0.00872535514277203,-0.0154388369858885,-0.0207142626985976,-0.0239012104089483,-0.0404468144906142,0.0565129234059999,0.0456424076766236,0.0265998884563821,-0.0481613514162572,0.0115728084302797,0.0373529735236253,-0.0109528122583746,-0.0805031940318697,0.0577034529651661,-0.0381256814057351,-0.0135895497647711,-0.0587692004403702,-0.0106367979232976,-0.00189043591607923,0.0603855376272821,0.0123249355789052
"316",0.00132123702034578,-0.058019397733376,0.00854966216430796,-0.0199133055546787,0.0527916170325142,0.0370225671238279,-0.0537412084807171,0.0120302657032121,0.017006426132719,-0.0186654511853284,0.000859699763861875,-0.0417784602116355,-0.00824655989944108,-0.0158781450375761,-0.0208720630489302,-0.0239037674107082,-0.040967431682016,0.0562427540446623,0.046460394285172,0.027307493859238,-0.0490090610183573,0.0106459074668335,0.0377340810906326,-0.0109165305651972,-0.0808957772550342,0.0569125037781768,-0.0375327117912325,-0.0131946627180367,-0.0596431409355542,-0.0106200144844873,-0.0023478527217814,0.0595276147397754,0.0113880470466313
"317",0.0019498036633497,-0.0584997912819991,0.00867870552137233,-0.0199690838077105,0.0532361855597717,0.036181897028508,-0.0551720342875878,0.0119330679250841,0.0166314553266033,-0.0190465966075776,-0.000526179978223866,-0.0412152324419174,-0.00744710519399894,-0.0156496270467284,-0.0214834845641053,-0.0248283619541262,-0.0406926477945571,0.0565399021810202,0.0454962363063832,0.0252554504954624,-0.0484727035005708,0.0117730829058171,0.0374704640898903,-0.01053726717684,-0.0798260779142024,0.058748004066415,-0.038681790047491,-0.0121910401600321,-0.058890881258211,-0.010577549296519,-0.00240269296171526,0.0599465261465779,0.0131124574485584
"318",0.00732657625493064,-0.0678233038271396,0.0100481800438465,-0.0272004854927229,0.0509678057274697,0.0336502810646698,-0.0657017944246534,0.00818557888833503,0.0161503988686115,-0.0306652492598442,-0.00653848091825681,-0.0319090622629356,-0.00346082689653911,-0.0107865576928705,-0.02195030059484,-0.0339686566604556,-0.0290848895244442,0.0545565170391554,0.0426060580718058,0.00843119849058969,-0.0382881889731805,0.0132539769957886,0.0335848828648161,-0.008226105575891,-0.0703341724884061,0.0579535249462886,-0.0347358027907321,-0.00816676559301585,-0.0478084126094919,-0.00768731924696833,-0.00196844010005942,0.0578800576425645,0.0279480848987303
"319",0.009898005977333,-0.0696208803775339,0.011519783588912,-0.027979508537134,0.0542859662145518,0.0320901226435758,-0.0702747741112128,0.00946729198194659,0.0121652690337271,-0.0334115525961022,-0.00702692255180795,-0.0329402645451928,-0.00724593219135483,-0.00801339029211401,-0.0197420534693927,-0.0379478038930802,-0.0297258081428296,0.0568121584220561,0.0395187855492457,0.00738582498704803,-0.0355980313702678,0.0133721610728883,0.0300200655770024,-0.00295423749031045,-0.0728159167755578,0.0599319051849099,-0.0370278714676175,-0.010709434276307,-0.0442003628516128,-0.0102529833344824,0.000436011736900367,0.0597893004157956,0.0326118715041125
"320",0.00677876532017323,-0.0638006056550108,0.0103859134123148,-0.0238873188301938,0.0554005750098525,0.0344455439744659,-0.063564081515713,0.0115661326815935,0.0130300654222813,-0.0262528275189152,-0.00335544085523017,-0.0384352699593919,-0.00926928188278824,-0.0115096768915242,-0.0200799170364474,-0.0322163749318407,-0.0371604477069462,0.0579560845676442,0.0418671769590335,0.0166787661081732,-0.0420066020779314,0.0131239920314618,0.0330129068737239,-0.00524997633686792,-0.0776295304057386,0.0610752866986234,-0.0393893032578755,-0.0119144463163956,-0.0511809150798462,-0.011533752368878,-0.000225102633512245,0.0610073893468026,0.0229552403236517
"321",0.00836466729955808,-0.0689052426162375,0.0103234103573843,-0.0266336731013196,0.0517021295406869,0.0330629737222579,-0.0672620908188383,0.00890458325250951,0.0146847509501814,-0.0332302314386626,-0.00768296570195436,-0.0315674359689861,-0.0052738671564679,-0.0090146637787981,-0.0205089974662729,-0.0362319905953706,-0.0283682053011363,0.0557901474958377,0.0413374098663682,0.00620649311578214,-0.0367064050457424,0.013996754588326,0.0312109950231655,-0.00612870597717954,-0.0705935354332345,0.0588364933832458,-0.035079684046995,-0.0080886509501905,-0.0457654791893404,-0.00927128701467981,-0.000589164608469054,0.0582425372217079,0.0313257736833261
"322",0.00848584343854281,-0.0665314126466151,0.0107632712694263,-0.0262502646499267,0.054810367753278,0.0346387578065747,-0.0654749013532836,0.0104179087375038,0.0129048490305117,-0.0295773084572262,-0.00342857212984174,-0.0365398270523696,-0.00964648793505237,-0.010010835644351,-0.0192038085231281,-0.0344135947348908,-0.034162808422951,0.0573253906177467,0.0417583464468532,0.0136802334410878,-0.039090034763226,0.0125233290441652,0.031627960529478,-0.00413373060816149,-0.0762919493140296,0.0588622207253066,-0.0370769399285581,-0.0120514307900153,-0.0480743864369371,-0.0112108166984378,0.000137217011273487,0.0601152331339395,0.0254696601884431
"323",0.00474817214505141,-0.0608739519372789,0.00973826274848237,-0.0223934252553757,0.0547380401781845,0.0366354253363718,-0.0585897024439054,0.0121010639975633,0.0146137154266746,-0.022565197719908,-2.91119391965372e-05,-0.0409196177458635,-0.0103229027857742,-0.0136166083867218,-0.0200015218564599,-0.028645955351757,-0.0399746693753164,0.0574722599316734,0.0444975268811559,0.0226081713230582,-0.0452229103990392,0.011406812406723,0.0349877836638645,-0.00728427834490225,-0.0801611087203841,0.0585399163744151,-0.038213117057601,-0.0133651720180571,-0.0550558654118917,-0.0115585295888663,-0.000856385062966547,0.0604352258918279,0.0160774871251867
"324",0.00304794678983701,-0.0590891724178937,0.00907498052838556,-0.0206943120070673,0.0538060127558994,0.0369551277306782,-0.0558715377086902,0.0123324805627139,0.01591681557028,-0.0202908956567573,0.000267268827071634,-0.0415267901923979,-0.00927470069545958,-0.014964032016153,-0.0206516647215756,-0.0264023245581121,-0.0408015799996413,0.0570198176032734,0.045578667261332,0.0246643388835537,-0.047414609332234,0.0114117108762847,0.0363783827792203,-0.00918804100691608,-0.0803329461696349,0.0582702641205476,-0.0380404808094285,-0.0128977183968089,-0.0575496092188612,-0.0112593725583307,-0.0015876626778772,0.0599797778886974,0.0134442391201186
"325",0.00238467651523853,-0.0584642589870027,0.0088015181942272,-0.0202056090130436,0.0534047237444467,0.0370623214823858,-0.0548996397456919,0.0122827209422095,0.0165111891329533,-0.0193134171230916,0.000295851624128584,-0.0417297685256836,-0.00863042389849487,-0.0155163957887022,-0.0210903245038585,-0.0253620894557808,-0.0410769426102736,0.0566478176030839,0.046005300109045,0.0255951974820852,-0.0482900043737521,0.0115294227674141,0.0370333576699676,-0.0100420716180663,-0.0803070932357458,0.0581825292265931,-0.0380366596607079,-0.0127062793322346,-0.0585894202346556,-0.0109898692146462,-0.00205954243153617,0.0597866738000622,0.0124133073120241
"326",0.00190131450605923,-0.0582173025871341,0.00878548044757184,-0.019688909745818,0.0529476427717413,0.0371661658883808,-0.054117492160117,0.0122999943148975,0.0169035886131719,-0.0190263192416105,0.000587930715381598,-0.0417983821826162,-0.00862439016291422,-0.0156475119045832,-0.020976996385932,-0.0248660525584768,-0.0409651112512715,0.0564732714967832,0.0464999840485822,0.0263431143109604,-0.0487413407355302,0.0112175163049364,0.0371569046446387,-0.0103762569317399,-0.0806063161598668,0.0574237529804287,-0.037496208438456,-0.012835890111989,-0.0591680395450504,-0.0110312809333047,-0.00213655226567106,0.0593955697139928,0.0118793803186925
"327",0.00161415406882934,-0.0580754629650438,0.00879907417527989,-0.019375776398218,0.0526949646394996,0.0372243537168451,-0.0536805855697715,0.0123318468920154,0.0171214932690506,-0.0188974816813958,0.000764829759427677,-0.0417775156129375,-0.00860926743791824,-0.0156850140034782,-0.0209188630275463,-0.0246041947225627,-0.0408820471331641,0.0564173312229491,0.0467836038576671,0.026716627043599,-0.0489775756478432,0.0110252100381203,0.0372351596259847,-0.0105813253235622,-0.0807494741514979,0.056957424702669,-0.03716972910341,-0.0128991436745308,-0.0594722912650373,-0.0110665434826733,-0.002137794769174,0.0591288728938869,0.0115829418285241
"328",0.00573071920872617,-0.066763501675394,0.00959099232571325,-0.0235483197011515,0.0504076681656346,0.0340480444129902,-0.0628342099916585,0.00983959484128802,0.0163498195120648,-0.0306783439253826,-0.00637522875691264,-0.0328593939781459,-0.0050870522996911,-0.0103750649733764,-0.0203822747160086,-0.0329550538613185,-0.0295894919046937,0.055737043184814,0.0435906843751405,0.0105494021037951,-0.0401626344796738,0.0135470441403774,0.0326053947472652,-0.00821703305896414,-0.0722514259717865,0.0572384237644793,-0.0338397801181558,-0.00828869398253564,-0.0495084292662015,-0.00969209515263631,-0.000868191766642587,0.0573204426603903,0.0274715254670684
"329",0.0146144185310403,-0.077274356173942,0.0097760845965408,-0.0335748391269664,0.0491240173991119,0.0314870027867719,-0.0744040584167805,0.00520812725060076,0.0143134291396284,-0.0428208136676081,-0.012123230477345,-0.0243904744521915,-0.00500146346378663,-0.00546526314560478,-0.0199213166602724,-0.0435316755833147,-0.0173873746035091,0.053651550443586,0.0387450217052237,-0.00691548055248783,-0.0273544495851844,0.0143812643705656,0.026794999637979,-0.00354805113761335,-0.0633186696182422,0.0556508300375087,-0.0302227570201752,-0.00787641319326419,-0.0359223587372633,-0.00728888858228181,0.000664206667487646,0.0565700461887117,0.0412818972493652
"330",0.0106454688229296,-0.0676481597451535,0.0106604683751457,-0.0283113871881169,0.0566231840737061,0.0345478701500142,-0.0673763776609453,0.0106962045788136,0.0113240642070836,-0.0302942888955927,-0.00326329160377292,-0.0382989447353845,-0.0129407365926648,-0.00940242632664471,-0.0181992586193781,-0.0365018603305877,-0.0342150753407105,0.0576382245898759,0.0404654930969512,0.0142159666794247,-0.0377531424887473,0.0119675570083482,0.0299394410264863,-0.00155111839583911,-0.0784423346038293,0.058997020600373,-0.0375515491564244,-0.0157771860007339,-0.0466249349159262,-0.0121142115618669,0.00106696104410296,0.061494792576731,0.0258939576280582
"331",0.00546862019038353,-0.0612799215823209,0.0098773985379409,-0.0228084865075657,0.055356362827807,0.0368425228315079,-0.0592051988061155,0.0125384450284456,0.0140863309540416,-0.0233700042392398,-4.80592634777259e-05,-0.0415440376166328,-0.0118891832246174,-0.0129874359835371,-0.0193424990339385,-0.0299027240135304,-0.0398821423066024,0.0577750910366552,0.0442314318770461,0.022492131237977,-0.0445867271422756,0.011219943753636,0.0339708934851338,-0.00619265514052947,-0.0810368102533394,0.0583903070743508,-0.0379977136273979,-0.014665135394213,-0.0543698209155229,-0.0122280464726092,-0.000253286640103359,0.0606721125245252,0.0165682698450055
"332",0.00384837374539191,-0.059672251071539,0.00901348158975181,-0.0204959169862085,0.0541122093518353,0.0368606254382107,-0.0565095763468642,0.0127164636637447,0.0155384656290277,-0.0213819890092507,-0.000508508523607116,-0.0414614001598505,-0.0100781049639902,-0.0143727313607177,-0.02019956557718,-0.0278053069704416,-0.0403229705469985,0.057574657742908,0.0451425561263533,0.0230184095274709,-0.0467172116825673,0.0120570390152702,0.0352983531904029,-0.0083178049822998,-0.0800871519608067,0.0589415749496929,-0.0379678295961307,-0.0127860870178123,-0.0565725922329962,-0.0119564407361112,-0.000973797186498978,0.0601139658057178,0.01473522410846
